DBID	locus	strain	gene_name	gene_name2	proteins_molecular_weight	protein_length
S000001628	YKL145W	S. cerevisiae	RPT1	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	51974.5	467
S000001629	YKL146W	S. cerevisiae	AVT3	Amino acid Vacuolar Transport	75467.2	692
S000001630	YKL147C	S. cerevisiae			22676.9	205
S000001631	YKL148C	S. cerevisiae	SDH1	Succinate DeHydrogenase	70229.3	640
S000001632	YKL149C	S. cerevisiae	DBR1	DeBRanching	47742.9	405
S000001633	YKL150W	S. cerevisiae	MCR1	Mitochondrial NADH-Cytochrome b5 Reductase	34141.2	302
S000001634	YKL151C	S. cerevisiae	NNR2	Nicotinamide Nucleotide Repair	37358.8	337
S000001635	YKL152C	S. cerevisiae	GPM1	Glycerate PhosphoMutase	27611.8	247
S000001636	YKL153W	S. cerevisiae			19610	169
S000001637	YKL154W	S. cerevisiae	SRP102	Signal Recognition Particle	26975.3	244
S000001638	YKL155C	S. cerevisiae	RSM22	Ribosomal Small subunit of Mitochondria	72213.4	628
S000001639	YKL156W	S. cerevisiae	RPS27A	Ribosomal Protein of the Small subunit	8885.6	82
S000001640	YKL157W	S. cerevisiae	APE2	AminoPEptidase	107759	952
S000001642	YKL159C	S. cerevisiae	RCN1	Regulator of CalciNeurin	24128.5	211
S000001643	YKL160W	S. cerevisiae	ELF1	ELongation Factor	16144.5	145
S000001644	YKL161C	S. cerevisiae	KDX1	Kinase Dead X-talker	49622.1	433
S000001645	YKL162C	S. cerevisiae			46511.8	402
S000001646	YKL163W	S. cerevisiae	PIR3	Protein containing Internal Repeats	33001.8	325
S000001647	YKL164C	S. cerevisiae	PIR1	Protein containing Internal Repeats	34621	341
S000001648	YKL165C	S. cerevisiae	MCD4	Morphogenesis Checkpoint Dependent	105683.8	919
S000001649	YKL166C	S. cerevisiae	TPK3	Takashi's Protein Kinase	45970.6	398
S000001650	YKL167C	S. cerevisiae	MRP49	Mitochondrial Ribosomal Protein	16026	137
S000001651	YKL168C	S. cerevisiae	KKQ8		82607.4	724
S000001652	YKL169C	S. cerevisiae			14171.4	127
S000001653	YKL170W	S. cerevisiae	MRPL38	"Mitochondrial Ribosomal Protein, Large subunit"	14919	138
S000001654	YKL171W	S. cerevisiae	NNK1	Nitrogen Network Kinase	103969.9	928
S000001655	YKL172W	S. cerevisiae	EBP2	EBNA1-binding protein (homolog)	49728	427
S000001656	YKL173W	S. cerevisiae	SNU114	Small NUclear ribonucleoprotein associated	114025	1008
S000001657	YKL174C	S. cerevisiae	TPO5	Transporter of POlyamines	69225	618
S000001658	YKL175W	S. cerevisiae	ZRT3	Zinc-Regulated Transporter	55388.1	503
S000001659	YKL176C	S. cerevisiae	LST4	Lethal with Sec Thirteen	93369.8	828
S000001660	YKL177W	S. cerevisiae			12295	112
S000001661	YKL178C	S. cerevisiae	STE3	STErile	53709.6	470
S000001662	YKL179C	S. cerevisiae	COY1	CASP Of Yeast	77505.8	679
S000001663	YKL180W	S. cerevisiae	RPL17A	Ribosomal Protein of the Large subunit	20572.9	184
S000001664	YKL181W	S. cerevisiae	PRS1	PhosphoRibosylpyrophosphate Synthetase	47035	427
S000001665	YKL182W	S. cerevisiae	FAS1	Fatty Acid Synthetase	228654.9	2051
S000001666	YKL183W	S. cerevisiae	LOT5	LOw Temperature-responsive	34302.3	306
S000001667	YKL184W	S. cerevisiae	SPE1	SPErmidine auxotroph	52270.7	466
S000001668	YKL185W	S. cerevisiae	ASH1	Asymmetric Synthesis of HO	65724	588
S000001669	YKL186C	S. cerevisiae	MTR2	Mrna TRansport	20784.9	184
S000001670	YKL187C	S. cerevisiae	FAT3	FATty acid transporter 3	81012.5	750
S000001671	YKL188C	S. cerevisiae	PXA2	PeroXisomal ABC-transporter	97142.6	853
S000001672	YKL189W	S. cerevisiae	HYM1		45858.5	399
S000001673	YKL190W	S. cerevisiae	CNB1	CalciNeurin subunit B	19624	175
S000001674	YKL191W	S. cerevisiae	DPH2	DiPHthamide	59746.7	534
S000001675	YKL192C	S. cerevisiae	ACP1	Acyl Carrier Protein	13937.8	125
S000001676	YKL193C	S. cerevisiae	SDS22	homolog of S. pombe SDS22	38875.5	338
S000001677	YKL194C	S. cerevisiae	MST1	"Mitochondrial aminoacyl-tRNA Synthetase, Threonine"	54097.6	462
S000001678	YKL195W	S. cerevisiae	MIA40	Mitochondrial intermembrane space Import and Assembly	44491.8	403
S000001679	YKL196C	S. cerevisiae	YKT6		22703	200
S000001680	YKL197C	S. cerevisiae	PEX1	PEroXin	117271.2	1043
S000001681	YKL198C	S. cerevisiae	PTK1	Putative serine/Threonine protein Kinase	73520.4	662
S000001684	YKL201C	S. cerevisiae	MNN4	MaNNosyltransferase	139368.9	1178
S000001685	YKL202W	S. cerevisiae			21244.8	193
S000001686	YKL203C	S. cerevisiae	TOR2	Target Of Rapamycin	281568.7	2474
S000001687	YKL204W	S. cerevisiae	EAP1	EIF4E-Associated Protein	69779.2	632
S000001688	YKL205W	S. cerevisiae	LOS1	Loss Of Suppression	126791.6	1100
S000001689	YKL206C	S. cerevisiae	ADD66	Alpha1-proteinase inhibitor-Degradation Deficient	30726.1	267
S000001690	YKL207W	S. cerevisiae	EMC3	ER Membrane protein Complex	28347.2	253
S000001691	YKL208W	S. cerevisiae	CBT1	Cytochrome B Termination	31168.1	271
S000001692	YKL209C	S. cerevisiae	STE6	STErile	144774.2	1290
S000001693	YKL210W	S. cerevisiae	UBA1	UBiquitin Activating	114226.9	1024
S000001694	YKL211C	S. cerevisiae	TRP3	TRyPtophan	53485.9	484
S000001695	YKL212W	S. cerevisiae	SAC1	Suppressor of ACtin	71125.2	623
S000001696	YKL213C	S. cerevisiae	DOA1	Degradation Of Alpha	79478	715
S000001697	YKL214C	S. cerevisiae	YRA2	Yeast RNA Annealing protein	23785	203
S000001698	YKL215C	S. cerevisiae	OXP1	OXoProlinase	140419	1286
S000001699	YKL216W	S. cerevisiae	URA1	URAcil requiring	34798.2	314
S000001700	YKL217W	S. cerevisiae	JEN1		69367.7	616
S000001701	YKL218C	S. cerevisiae	SRY1	Serine Racemase of Yeast	34898.4	326
S000001702	YKL219W	S. cerevisiae	COS9	COnserved Sequence	48552.9	407
S000001703	YKL220C	S. cerevisiae	FRE2	Ferric REductase	80096	711
S000001704	YKL221W	S. cerevisiae	MCH2	MonoCarboxylate permease Homologue	52264.6	473
S000001705	YKL222C	S. cerevisiae			82255.2	705
S000001706	YKL223W	S. cerevisiae			13126.9	110
S000001707	YKL224C	S. cerevisiae	PAU16	seriPAUperin	13044.9	123
S000001708	YKL225W	S. cerevisiae			13324.8	115
S000001709	YKR001C	S. cerevisiae	VPS1	Vacuolar Protein Sorting	78738.3	704
S000001710	YKR002W	S. cerevisiae	PAP1	Poly(A) Polymerase	64554.7	568
S000001711	YKR003W	S. cerevisiae	OSH6	OxySterol binding protein Homolog	51592.5	448
S000001712	YKR004C	S. cerevisiae	ECM9	ExtraCellular Mutant	44584.4	377
S000001713	YKR005C	S. cerevisiae			58700.4	525
S000001714	YKR006C	S. cerevisiae	MRPL13	"Mitochondrial Ribosomal Protein, Large subunit"	30277.7	264
S000001715	YKR007W	S. cerevisiae	MEH1	Multicopy suppressor of Ers1 Hygromycin B sensitivity	20230.3	184
S000001716	YKR008W	S. cerevisiae	RSC4	Remodel the Structure of Chromatin	72268.1	625
S000001717	YKR009C	S. cerevisiae	FOX2	Fatty acid OXidation	98719.1	900
S000001718	YKR010C	S. cerevisiae	TOF2	TOpoisomerase I-interacting Factor	86369.4	771
S000001719	YKR011C	S. cerevisiae			41307.3	353
S000001720	YKR012C	S. cerevisiae			14336.9	125
S000001721	YKR013W	S. cerevisiae	PRY2	Pathogen Related in Yeast	33763.9	329
S000001722	YKR014C	S. cerevisiae	YPT52	Yeast Protein Two	26119.2	234
S000001723	YKR015C	S. cerevisiae			66597.2	568
S000001724	YKR016W	S. cerevisiae	MIC60	MItochondrial contact site and Cristae organizing system	61079.8	540
S000001725	YKR017C	S. cerevisiae	HEL1	Histone E3 Ligase	63553.8	551
S000001726	YKR018C	S. cerevisiae			81722.1	725
S000001727	YKR019C	S. cerevisiae	IRS4	Increased rDNA Silencing	68910.1	615
S000001728	YKR020W	S. cerevisiae	VPS51	Vacuolar Protein Sorting	18901.1	164
S000001729	YKR021W	S. cerevisiae	ALY1	Arrestin-Like Yeast protein	102518.2	915
S000001730	YKR022C	S. cerevisiae	NTR2	NineTeen complex Related protein	36639.8	322
S000001731	YKR023W	S. cerevisiae	RQT4	Ribosome-Quality control Trigger factor	60795.8	530
S000001732	YKR024C	S. cerevisiae	DBP7	Dead Box Protein	83331.5	742
S000001733	YKR025W	S. cerevisiae	RPC37	RNA Polymerase C	32109.3	282
S000001734	YKR026C	S. cerevisiae	GCN3	General Control Nonderepressible	34015.4	305
S000001735	YKR027W	S. cerevisiae	BCH2	Bud7 and Chs6 Homolog	88030.4	765
S000001736	YKR028W	S. cerevisiae	SAP190	Sit4 Associated Protein	116959.3	1033
S000001737	YKR029C	S. cerevisiae	SET3	SET domain-containing	85495.3	751
S000001738	YKR030W	S. cerevisiae	GMH1	Gea1-6 Membrane-associated High-copy suppressor	32000.6	273
S000001739	YKR031C	S. cerevisiae	SPO14	SPOrulation	195204.3	1683
S000001740	YKR032W	S. cerevisiae			12415.8	104
S000001741	YKR033C	S. cerevisiae			15668.5	141
S000001742	YKR034W	S. cerevisiae	DAL80	Degradation of Allantoin	30172.9	269
S000001743	YKR035C	S. cerevisiae	OPI8	OverProducer of Inositol	23236.1	213
S000001744	YKR036C	S. cerevisiae	CAF4	CCR4 Associated Factor	72807.9	643
S000001745	YKR037C	S. cerevisiae	SPC34	Spindle Pole Component	34080.2	295
S000001746	YKR038C	S. cerevisiae	KAE1	Kinase-Associated Endopeptidase	42748	386
S000001747	YKR039W	S. cerevisiae	GAP1	General Amino acid Permease	65661	602
S000001748	YKR040C	S. cerevisiae			19240.3	167
S000001749	YKR041W	S. cerevisiae			29210.1	250
S000001750	YKR042W	S. cerevisiae	UTH1	yoUTH	36942.6	365
S000001751	YKR043C	S. cerevisiae	SHB17	"SedoHeptulose 1,7-Bisphosphatase"	31014.3	271
S000001752	YKR044W	S. cerevisiae	UIP5	Ulp1 Interacting Protein	50977.5	443
S000001753	YKR045C	S. cerevisiae			20236.7	183
S000001754	YKR046C	S. cerevisiae	PLN1	PeriLipiN	31247.6	283
S000001755	YKR047W	S. cerevisiae			12347.2	101
S000001756	YKR048C	S. cerevisiae	NAP1	Nucleosome Assembly Protein	47827.6	417
S000001757	YKR049C	S. cerevisiae	FMP46	Found in Mitochondrial Proteome	15656.3	133
S000001758	YKR050W	S. cerevisiae	TRK2	TRansport of potassium (K)	101120.8	889
S000001759	YKR051W	S. cerevisiae	HFL1	Has Fused Lysosomes	48764.2	418
S000001760	YKR052C	S. cerevisiae	MRS4	Mitochondrial RNA Splicing	33309.9	304
S000001761	YKR053C	S. cerevisiae	YSR3	Yeast Sphingolipid Resistance	46489.5	404
S000001762	YKR054C	S. cerevisiae	DYN1	DYNein	471292.3	4092
S000001763	YKR055W	S. cerevisiae	RHO4	Ras HOmolog	32183.9	291
S000001764	YKR056W	S. cerevisiae	TRM2	tRNA Methyltransferase	72866.2	639
S000001765	YKR057W	S. cerevisiae	RPS21A	Ribosomal Protein of the Small subunit	9745	87
S000001766	YKR058W	S. cerevisiae	GLG1	Glycogenin-Like Gene	69655.1	616
S000001767	YKR059W	S. cerevisiae	TIF1	Translation Initiation Factor	44684.5	395
S000001768	YKR060W	S. cerevisiae	UTP30	U Three Protein	31632.3	274
S000001769	YKR061W	S. cerevisiae	KTR2	Kre Two Related	50643.7	425
S000001770	YKR062W	S. cerevisiae	TFA2	"Transcription Factor a, subunit 2"	37001.9	328
S000001771	YKR063C	S. cerevisiae	LAS1	Lethal in the Absence of SSD1-v	59353	502
S000001772	YKR064W	S. cerevisiae	OAF3	Oleate Activated transcription Factor	101820.2	863
S000001773	YKR065C	S. cerevisiae	PAM17	Presequence translocase-Associated Motor	21977.4	197
S000001774	YKR066C	S. cerevisiae	CCP1	Cytochrome c Peroxidase	40348.3	361
S000001775	YKR067W	S. cerevisiae	GPT2	Glycerol-3-Phosphate acylTransferase	83674.9	743
S000001776	YKR068C	S. cerevisiae	BET3	Blocked Early in Transport	22122.7	193
S000001777	YKR069W	S. cerevisiae	MET1	METhionine requiring	66120.8	593
S000001778	YKR070W	S. cerevisiae			39410.4	352
S000001779	YKR071C	S. cerevisiae	DRE2	Derepressed for Ribosomal protein S14 Expression	38533.9	348
S000001780	YKR072C	S. cerevisiae	SIS2	SIt4 Suppressor	62438.6	562
S000001781	YKR073C	S. cerevisiae			11976.3	106
S000001782	YKR074W	S. cerevisiae	AIM29	Altered Inheritance rate of Mitochondria	18432.9	155
S000001783	YKR075C	S. cerevisiae			36101.6	307
S000001784	YKR076W	S. cerevisiae	ECM4	ExtraCellular Mutant	43270	370
S000001785	YKR077W	S. cerevisiae	MSA2	Mbf and Sbf Associated	39879.6	363
S000001786	YKR078W	S. cerevisiae			68273.1	585
S000001787	YKR079C	S. cerevisiae	TRZ1	tRNase Z	96790.7	838
S000001788	YKR080W	S. cerevisiae	MTD1	Methylene Tetrahydrafolate Dehydrogenase	36239	320
S000001789	YKR081C	S. cerevisiae	RPF2	Ribosome Production Factor	39606.2	344
S000001790	YKR082W	S. cerevisiae	NUP133	NUclear Pore	133274.2	1157
S000001791	YKR083C	S. cerevisiae	DAD2	Duo1 And Dam1 interacting	15053.6	133
S000001792	YKR084C	S. cerevisiae	HBS1	Hsp70 subfamily B Suppressor	68709.1	611
S000001793	YKR085C	S. cerevisiae	MRPL20	"Mitochondrial Ribosomal Protein, Large subunit"	22413.3	195
S000001794	YKR086W	S. cerevisiae	PRP16	Pre-mRNA Processing	121660.8	1071
S000001795	YKR087C	S. cerevisiae	OMA1	Overlapping activity with M-AAA protease	39338.8	345
S000001796	YKR088C	S. cerevisiae	TVP38	Tlg2-Vesicle Protein	38307.7	337
S000001797	YKR089C	S. cerevisiae	TGL4	TriacylGlycerol Lipase	102720.8	910
S000001798	YKR090W	S. cerevisiae	PXL1	PaXillin-Like protein	79409.4	706
S000001799	YKR091W	S. cerevisiae	SRL3	Suppressor of rad53 Lethality	27468.1	246
S000001800	YKR092C	S. cerevisiae	SRP40	Serine Rich Protein	40971.7	406
S000001801	YKR093W	S. cerevisiae	PTR2	Peptide TRansport	68030.9	601
S000001802	YKR094C	S. cerevisiae	RPL40B	Ribosomal Protein of the Large subunit	14568.3	128
S000001803	YKR095W	S. cerevisiae	MLP1	Myosin-Like Protein	218385.3	1875
S000001804	YKR096W	S. cerevisiae	ESL2	EST/SMG-like	137458.6	1195
S000001805	YKR097W	S. cerevisiae	PCK1	Phosphoenolpyruvate CarboxyKinase	60973.8	549
S000001806	YKR098C	S. cerevisiae	UBP11	UBiquitin-specific Protease	82712	717
S000001807	YKR099W	S. cerevisiae	BAS1	BASal	89607.4	811
S000001808	YKR100C	S. cerevisiae	SKG1	Suppressor of lethality of Kex2 Gas1 double null mutant	39824	355
S000001809	YKR101W	S. cerevisiae	SIR1	Silent Information Regulator	76953.3	654
S000001810	YKR102W	S. cerevisiae	FLO10	FLOcculation	122092.4	1169
S000001811	YKR103W	S. cerevisiae	NFT1	New Full-length MRP-type Transporter	138019.9	1218
S000001812	YKR104W	S. cerevisiae			34653.9	306
S000001813	YKR105C	S. cerevisiae	VBA5	Vacuolar Basic Amino acid transporter	63366	582
S000001814	YKR106W	S. cerevisiae	GEX2	Glutathione EXchanger	68968.9	615
S000001817	YAL065C	S. cerevisiae			12916.3	128
S000001821	YAR030C	S. cerevisiae			13300.1	113
S000001826	YFL068W	S. cerevisiae			18601.2	160
S000001827	YFL067W	S. cerevisiae			16473.5	175
S000001828	YFL066C	S. cerevisiae			43829.2	392
S000001829	YFL065C	S. cerevisiae			11791.1	102
S000001830	YFL064C	S. cerevisiae			20431.6	174
S000001831	YFL063W	S. cerevisiae			17481.6	151
S000001832	YFL062W	S. cerevisiae	COS4	COnserved Sequence	45321.5	379
S000001833	YFL061W	S. cerevisiae	DDI2	DNA Damage Inducible	25147.7	225
S000001834	YFL060C	S. cerevisiae	SNO3	SNZ proximal Open reading frame	25132.2	222
S000001835	YFL059W	S. cerevisiae	SNZ3	SNooZe	32011.4	298
S000001836	YFL058W	S. cerevisiae	THI5	THIamine metabolism	38595.1	340
S000001839	YFL055W	S. cerevisiae	AGP3	high-Affinity Glutamine Permease	61052.2	558
S000001840	YFL054C	S. cerevisiae	AQY3	AQuaporin from Yeast	70512.2	646
S000001841	YFL053W	S. cerevisiae	DAK2	DihydroxyAcetone Kinase	62123.1	591
S000001842	YFL052W	S. cerevisiae	ZNF1	ZiNc Finger protein	53239.1	465
S000001843	YFL051C	S. cerevisiae			18103.4	160
S000001844	YFL050C	S. cerevisiae	ALR2	ALuminum Resistance	96677.1	858
S000001845	YFL049W	S. cerevisiae	SWP82	SWi/snf-associated Protein	70282.5	623
S000001846	YFL048C	S. cerevisiae	EMP47		50327.9	445
S000001847	YFL047W	S. cerevisiae	RGD2	RhoGAP domain	82192.2	714
S000001848	YFL046W	S. cerevisiae	FMP32	Found in Mitochondrial Proteome	24018.8	207
S000001849	YFL045C	S. cerevisiae	SEC53	SECretory	29054.1	254
S000001850	YFL044C	S. cerevisiae	OTU1	Ovarian TUmor	33499.2	301
S000001852	YFL042C	S. cerevisiae	LAM5	Lipid transfer protein Anchored at Membrane contact site	76315.8	674
S000001853	YFL041W	S. cerevisiae	FET5	FErrous Transport	70842.5	622
S000001854	YFL040W	S. cerevisiae			60618.6	540
S000001855	YFL039C	S. cerevisiae	ACT1	ACTin	41679	375
S000001856	YFL038C	S. cerevisiae	YPT1	Yeast Protein Two	23210.5	206
S000001857	YFL037W	S. cerevisiae	TUB2	TUBulin	50892.1	457
S000001858	YFL036W	S. cerevisiae	RPO41	RNA POlymerase	153064.9	1351
S000001859	YFL034C-B	S. cerevisiae	MOB2	Mps One Binder	33285.2	287
S000001860	YFL034W	S. cerevisiae	MIL1	Medium adaptin-Interacting Ligand	119470.7	1073
S000001861	YFL033C	S. cerevisiae	RIM15	Regulator of IME2	196508.3	1770
S000001862	YFL032W	S. cerevisiae			12389.3	106
S000001863	YFL031W	S. cerevisiae	HAC1	Homologous to Atf/Creb1	26894	238
S000001864	YFL030W	S. cerevisiae	AGX1	Alanine:Glyoxylate aminotrans(X)ferase	41909.6	385
S000001865	YFL029C	S. cerevisiae	CAK1	Cdk-Activating Kinase	42178.8	368
S000001866	YFL028C	S. cerevisiae	CAF16	CCR4 Associated Factor	33087.3	289
S000001867	YFL027C	S. cerevisiae	GYP8	Gtpase-activating protein for Ypt Proteins	57626.4	497
S000001868	YFL026W	S. cerevisiae	STE2	STErile	47848	431
S000001869	YFL025C	S. cerevisiae	BST1	Bypass of Sec Thirteen	117747	1029
S000001870	YFL024C	S. cerevisiae	EPL1	Enhancer of Polycomb Like	96748.2	832
S000001871	YFL023W	S. cerevisiae	BUD27	BUD site selection	91351.3	796
S000001872	YFL022C	S. cerevisiae	FRS2	phenylalanyl (F)-tRNA Synthetase	57498.9	503
S000001873	YFL021W	S. cerevisiae	GAT1		56334.5	510
S000001874	YFL020C	S. cerevisiae	PAU5	seriPAUperin family	12840.5	122
S000001875	YFL019C	S. cerevisiae			13752.9	117
S000001876	YFL018C	S. cerevisiae	LPD1	LiPoamide Dehydrogenase	54012.7	499
S000001877	YFL017C	S. cerevisiae	GNA1	GlucosamiNe-6-phosphate Acetyltransferase	18130	159
S000001878	YFL016C	S. cerevisiae	MDJ1	Mitochondrial DnaJ	55579.8	511
S000001879	YFL015C	S. cerevisiae			19311.8	164
S000001880	YFL014W	S. cerevisiae	HSP12	Heat Shock Protein	11688.8	109
S000001881	YFL013C	S. cerevisiae	IES1	Ino Eighty Subunit	78728.4	692
S000001882	YFL012W	S. cerevisiae			17185.8	148
S000001883	YFL011W	S. cerevisiae	HXT10	HeXose Transporter	60675.6	546
S000001884	YFL010C	S. cerevisiae	WWM1	WW domain containing protein interacting with Metacaspase	22642.4	211
S000001885	YFL009W	S. cerevisiae	CDC4	Cell Division Cycle	86086.9	779
S000001886	YFL008W	S. cerevisiae	SMC1	Stability of MiniChromosomes	141270.5	1225
S000001887	YFL007W	S. cerevisiae	BLM10	BLeoMycin resistance	245943.3	2143
S000001889	YFL005W	S. cerevisiae	SEC4	SECretory	23506	215
S000001890	YFL004W	S. cerevisiae	VTC2	Vacuolar Transporter Chaperone	95436.5	828
S000001891	YFL003C	S. cerevisiae	MSH4	MutS Homolog	99225.5	878
S000001894	YFL002C	S. cerevisiae	SPB4	Suppressor of PAB1	69436.1	606
S000001895	YFL001W	S. cerevisiae	DEG1	DEpressed Growth rate	50907.5	442
S000001897	YFR001W	S. cerevisiae	LOC1	LOCalization of mRNA	23622	204
S000001898	YFR002W	S. cerevisiae	NIC96	Nucleoporin-Interacting Component of 96 kDa	96169.7	839
S000001899	YFR003C	S. cerevisiae	YPI1	Yeast Phosphatase Inhibitor	18183.1	155
S000001900	YFR004W	S. cerevisiae	RPN11	Regulatory Particle Non-ATPase	34392.7	306
S000001901	YFR005C	S. cerevisiae	SAD1	SnRNP Assembly Defective	52164.1	448
S000001902	YFR006W	S. cerevisiae			61741.1	535
S000001903	YFR007W	S. cerevisiae	YFH7		39881.9	353
S000001904	YFR008W	S. cerevisiae	FAR7	Factor ARrest	25910.7	221
S000001905	YFR009W	S. cerevisiae	GCN20	General Control Nonderepressible	85015.3	752
S000001906	YFR010W	S. cerevisiae	UBP6	UBiquitin-specific Protease	57110.3	499
S000001907	YFR011C	S. cerevisiae	MIC19	MItochondrial contact site and Cristae organizing system	18853.4	170
S000001908	YFR012W	S. cerevisiae	DCV1	Demands Cdc28 kinase activity for Viability	22441.9	202
S000001909	YFR013W	S. cerevisiae	IOC3	Iswi One Complex	90898.6	787
S000001910	YFR014C	S. cerevisiae	CMK1	CalModulin dependent protein Kinase	50289.6	446
S000001911	YFR015C	S. cerevisiae	GSY1	Glycogen SYnthase	80492.9	708
S000001912	YFR016C	S. cerevisiae	AIP5	Actin Interacting Protein	137537.2	1233
S000001913	YFR017C	S. cerevisiae	IGD1	Inhibitor of Glycogen Debranching	21782.3	195
S000001914	YFR018C	S. cerevisiae			41011.5	363
S000001915	YFR019W	S. cerevisiae	FAB1	Forms Aploid and Binucleate cells	257439.9	2278
S000001916	YFR020W	S. cerevisiae	CSS2	Condition Specific Secretion	25704.8	232
S000001917	YFR021W	S. cerevisiae	ATG18	AuTophaGy related	55089.7	500
S000001918	YFR022W	S. cerevisiae	ROG3	Revertant Of Glycogen synthase kinase mutation	79715.9	733
S000001919	YFR023W	S. cerevisiae	PES4	Polymerase Epsilon Suppressor	70869.3	611
S000001921	YFR025C	S. cerevisiae	HIS2	HIStidine requiring	38568.1	335
S000001922	YFR026C	S. cerevisiae	ULI1	Upr-L-Inducible gene	18808.5	169
S000001923	YFR027W	S. cerevisiae	ECO1	Establishment of COhesion	31867.1	281
S000001924	YFR028C	S. cerevisiae	CDC14	Cell Division Cycle	61909.4	551
S000001925	YFR029W	S. cerevisiae	PTR3	Peptide TRansport	76287.2	678
S000001926	YFR030W	S. cerevisiae	MET10	METhionine requiring	114799	1035
S000001927	YFR031C	S. cerevisiae	SMC2	Structural Maintenance of Chromosomes	133927.6	1170
S000001928	YFR032C	S. cerevisiae	RRT5	Regulator of rDNA Transcription	31863.2	289
S000001929	YFR033C	S. cerevisiae	QCR6	ubiQuinol-cytochrome C oxidoReductase	17210.9	147
S000001930	YFR034C	S. cerevisiae	PHO4	PHOsphate metabolism	34089.3	312
S000001931	YFR035C	S. cerevisiae			12463	114
S000001932	YFR036W	S. cerevisiae	CDC26	Cell Division Cycle	14067	124
S000001933	YFR037C	S. cerevisiae	RSC8	Remodel the Structure of Chromatin	63146.6	557
S000001934	YFR038W	S. cerevisiae	IRC5	Increased Recombination Centers	96956.5	853
S000001935	YFR039C	S. cerevisiae	OSW7	Outer Spore Wall	59320.9	510
S000001936	YFR040W	S. cerevisiae	SAP155	Sit4 Associated Protein	114925.8	1002
S000001937	YFR041C	S. cerevisiae	ERJ5	Endoplasmic Reticulum located J-protein	34215.9	295
