Accession,Gene,RNA.D0025,RNA.D005,RNA.D01,RNA.D015,RNA.D02,RNA.D025,RNA.D03,RNA.D035,RNA.D04,prot.D0025,prot.D005,prot.D01,prot.D015,prot.D02,prot.D025,prot.D03,prot.D035,prot.D04,XIA.cluster
P29453,RPL8B,2.207741906,2.870577297,3.125222923,3.717182006,5.143469916,7.479883347,8.821397545,11.99972289,16.06881429,4349.993803,4759.862803,6048.875318,7601.018793,8431.838611,9302.255602,9444.008761,10149.45074,10911.85885,2
P29468,PAP1,0.404476254,0.404376977,0.368291211,0.40886828,0.54717832,0.711212656,0.923959519,0.926934629,1.023223308,49.25660778,51.59342399,69.33758726,NA,NA,80.11065781,65.45202354,59.76510708,69.23985562,2
P29478,SEC65,0.484792477,0.571234648,0.596972541,0.696560423,0.88065372,1.103468996,1.401917695,1.569855884,1.903578205,188.5038362,194.1994531,247.7611101,316.745044,339.537349,341.8203953,330.5258769,298.8211898,304.293369,2
P29509,TRR1,0.700342008,0.875445625,0.855585092,1.017389482,1.392452218,1.755336896,2.363751266,2.668611458,3.565763424,884.0237198,963.0681367,1033.01832,1278.666462,1381.43372,1460.608537,1439.299173,1393.375825,1461.841048,2
P29547,CAM1,1.295501544,1.538603765,1.285048831,1.221453068,1.217037303,1.270136651,1.630344687,1.813963841,2.16730574,960.6502521,925.6180119,868.727567,941.1361504,914.9192841,847.8319773,817.245758,821.1435969,774.4960212,2
P29704,ERG9,0.688739139,0.990588312,1.243266485,1.257526701,1.21963456,1.164364148,1.418752388,1.660483929,1.93380804,214.0862039,258.5032591,368.4209134,383.9915122,398.2637941,307.4467546,296.0787844,302.7250439,317.733753,2
P29952,PMI40,0.568922363,0.770858858,0.77779081,0.867196077,1.047771088,1.269249095,1.38057253,1.754982673,2.026419352,872.6247735,995.8708986,1131.553927,1299.098314,1365.847358,1328.841949,1287.288727,1303.438153,1332.175265,2
P30619,SEC1,0.278738117,0.322350534,0.2978624,0.319205917,0.361321899,0.450903289,0.60187738,0.597483637,0.686803778,112.2677263,98.83012725,96.62495242,102.9490417,131.9783433,83.1053715,85.96232347,89.44635386,NA,2
P30624,FAA1,1.975630578,1.014727872,0.990578129,0.976758113,1.019189067,1.017303379,1.020690754,1.090537275,1.56922613,1068.866051,1089.303427,1130.013453,1152.033659,1090.119139,836.1767771,494.3198955,457.6384793,613.8073116,1
P30656,PRE2,1.404715341,1.652521386,1.558340803,1.63985205,1.499637466,1.72558546,2.008269339,2.59039885,3.351270763,634.1968668,645.7896247,696.4635569,753.4695525,732.9944157,699.4585688,660.0294854,553.7147195,537.4083499,2
P30657,PRE4,1.426490025,1.567763616,1.563284444,1.578815535,1.549764772,1.769421387,2.344946971,2.595373333,3.16024331,1888.547391,1826.439224,1922.429168,2041.807877,2074.203228,1934.656506,1745.138003,1508.761579,1458.712602,2
P30665,MCM4,0.34169119,0.249988182,0.255699903,0.28865474,0.388122814,0.506453579,0.60748293,0.751821495,0.855781386,41.66513336,44.33178768,44.77837172,56.12291755,68.90876163,69.70383797,59.72240994,63.94625291,57.89091619,2
P30771,NAM7,0.352232384,0.224543801,0.265225068,0.315688887,0.40654509,0.518397955,0.668297739,0.799144717,1.012948861,NA,62.58987142,73.59365379,88.71991025,NA,93.84550765,NA,NA,87.20860193,2
P30822,CRM1,0.526205741,0.368117261,0.361199009,0.40140799,0.453643983,0.556412919,0.702559526,0.954127519,1.08837656,123.236009,128.5519222,132.599773,149.3253437,131.1604854,119.2532906,125.1884762,106.8599383,111.7226924,2
P30902,ATP7,2.087939771,2.766450538,2.875033099,3.302924646,4.41097079,5.93167429,8.466104262,8.864883112,9.803320867,1698.850891,2211.471215,2909.423232,3638.901984,3983.212006,4272.427619,4291.757377,3660.729169,3311.976259,2
P30952,MLS1,0.430346887,0.45803143,0.594775835,0.705660844,1.034710096,1.314317289,2.328462642,1.030392315,0.445458367,685.9031229,1035.870948,1180.180711,1459.93199,1682.788205,1848.154512,2083.809177,951.6250081,436.4534276,2
P31109,SNC1,1.930083379,1.429248093,1.278702771,1.239827785,1.008750332,0.948941485,1.263960798,1.286462725,1.421990826,NA,88.74852134,NA,NA,NA,94.54385315,NA,NA,NA,1
P31115,DEG1,0.167497941,0.2252499,0.239799931,0.294763131,0.393115914,0.549947129,0.708161375,0.741381952,0.899993925,NA,NA,NA,NA,NA,NA,NA,NA,6.295211038,2
P31116,HOM6,1.040664723,1.25601412,1.155921467,1.37337856,1.542831649,1.956034773,2.211465141,2.68300201,3.107508645,2159.608966,2428.722778,2977.333319,3556.132268,3770.184801,3841.109781,3815.31329,3366.097152,3347.351598,2
P31334,MRPL9,0.809714761,0.591187382,0.702259052,0.870527774,1.251978107,1.717508849,2.69166874,3.350960005,3.8340563,152.0247466,171.3671851,295.5698582,384.2149809,451.2534103,516.0104184,571.8802127,562.7255905,547.3912385,2
P31373,CYS3,0.529038116,0.942876645,0.956278882,1.263166873,1.938999352,2.462425805,3.074502883,3.820413172,4.926108468,2135.476361,2424.082344,2725.230103,3479.864742,3924.239857,4243.893927,4369.081844,4074.207153,4417.322029,2
P31382,PMT2,0.342303944,0.445112507,0.630840876,0.761091915,1.046830523,1.335637199,1.661865043,2.286658904,2.84470532,155.5411041,178.7760848,240.1476426,309.7571594,309.0443384,307.5711854,297.8331657,290.1731997,280.1593863,2
P31383,TPD3,0.873789793,0.784966198,0.734995673,0.732067025,0.707514749,0.84156002,0.95719499,1.0472039,1.123301874,297.6157998,315.2894477,307.0050962,319.9693258,291.4155093,238.0227783,223.5969843,195.4003067,183.4050652,2
P31384,CCR4,0.315047543,0.364358702,0.376354117,0.419544976,0.545098432,0.650583545,0.865069146,0.873985938,1.088775655,90.25173133,102.2891334,113.6493992,130.3705204,135.9167948,130.3457215,129.4483836,111.5207487,109.339981,2
P31412,VMA5,0.582828785,0.81533485,0.806257159,0.891016752,1.068323402,1.399288094,1.765523702,2.128840356,2.750919291,455.3117326,469.863494,534.774338,619.8086994,658.4276547,641.9219143,628.1919518,640.3806135,734.6552169,2
P31539,HSP104,3.167930957,3.869452799,3.188424381,2.445747439,1.216926422,0.732492592,0.878511842,1.366832705,1.519351905,9758.481518,8593.373486,5310.66066,4085.640224,2222.661642,1239.287266,1171.776133,1191.29115,1105.107473,1
P31688,TPS2,0.717919801,1.015192998,1.082765585,0.917814276,0.604792963,0.421565043,0.441179513,0.522686225,0.555044261,402.0806888,470.1682292,571.4148289,548.6583813,423.7553353,279.2060995,256.0985272,219.7731207,179.0756901,1
P31787,ACB1,2.396795875,3.127488316,2.682775719,3.027818576,3.276033337,4.15820342,4.927247091,5.451345959,6.006143904,789.2055443,822.8967405,843.8136076,937.0308291,1030.871323,873.2644866,971.3182716,781.0827432,794.2060375,2
P32048,MSK1,0.312190081,0.28249675,0.346240172,0.449650289,0.658190088,0.921778018,1.573691223,2.108782823,2.420081539,NA,NA,NA,NA,NA,NA,NA,44.13174831,NA,2
P32074,SEC21,0.379894418,0.481452724,0.521070647,0.56939846,0.640525806,0.789845456,0.964654958,1.251006065,1.399455008,215.9159089,245.4090084,278.2519695,319.9041473,308.357406,287.2986078,283.752916,281.3472281,275.707372,2
P32178,ARO7,0.15325668,0.197993976,0.238656268,0.319609554,0.442322065,0.560193119,0.822976832,0.96995926,1.340264945,108.2625103,138.8261407,184.314735,207.4715671,237.9505924,238.3268301,242.3050676,244.0125618,271.6565524,2
P32179,MET22,0.646763623,0.842858964,1.025059895,1.201873539,1.162449335,1.41476589,1.661298596,2.286498149,3.038618714,474.0429745,575.5322706,688.2913121,782.8696963,742.0836258,685.6884866,680.454583,741.671455,836.6347937,2
P32191,GUT2,2.43071178,2.343919301,2.011089936,1.855770933,2.421477984,2.748421788,4.217225589,3.69258452,2.919334097,4095.161867,3798.011748,3066.469906,3295.431326,3332.151123,3238.536149,2739.261064,2064.795315,1357.425724,2
P32263,PRO3,0.720566493,1.01343448,0.977809009,1.213247223,1.406012597,1.886635649,2.171623763,2.48137644,2.825950042,361.6074054,406.4850933,496.8827173,587.7293669,669.7618732,674.7034143,691.8217183,603.1609569,585.1377569,2
P32264,PRO1,0.296224127,0.374281622,0.333301206,0.37936973,0.471132541,0.660174482,0.943457796,1.071702902,1.298065171,139.8149146,141.5138498,144.4958116,198.0938557,212.6300928,191.1942983,195.6652873,210.1947284,204.2306247,2
P32266,MGM1,0.370854381,0.259523668,0.273860291,0.329953848,0.453306954,0.600090794,0.836677488,1.086588527,1.164614907,61.91847671,66.17480127,71.35339563,86.18701141,95.75987501,95.45372307,111.1113336,104.7949066,107.3082541,2
P32288,GLN1,1.155529265,1.750674,2.297887003,3.030558318,4.383137028,5.821824644,6.704109981,6.628758995,8.119304963,515.6404953,744.4285643,1251.12759,1772.423606,2214.791985,2329.002432,2529.697344,2666.506115,2670.621189,2
P32316,ACH1,0.803362932,0.967309681,1.156227708,1.339543531,2.215092276,3.040225524,4.208931506,4.499776731,3.540549401,2096.072121,2704.293277,2935.653351,3311.336233,3872.576096,4342.738871,4780.848057,3439.894482,2376.687633,2
P32317,AFG1,0.371926358,0.461271838,0.450073416,0.50764637,0.647959338,0.828099654,1.213517566,1.380217366,1.462076009,92.82834939,109.8930401,127.6708643,153.0190794,165.4723816,177.6928095,181.183956,160.7880207,155.5780798,2
P32319,PEP1,0.223425535,0.232851458,0.269910656,0.299040692,0.381400453,0.423940816,0.526848009,0.799965485,0.989430439,34.04654156,38.93551763,43.66734398,29.64827968,NA,32.8906695,40.85055441,NA,NA,2
P32324,EFT1,3.194980647,4.077194093,3.256261945,3.663950681,4.601977011,5.631368014,6.292036291,9.285816347,11.22026546,4788.479875,5036.209476,5579.993396,6945.697007,7303.831161,7659.361947,8918.317142,9393.643347,9844.89172,2
P32327,PYC2,0.675077242,0.992963043,1.141687375,1.199609294,1.323622313,1.424275272,1.797902182,2.050508507,2.491979654,270.9200502,401.1646122,472.746364,510.3837338,511.4672643,487.6616117,469.2587567,448.7845302,470.6914546,2
P32331,YMC1,0.282173799,0.427482007,0.541803386,0.635307094,0.682670974,0.755438223,0.922083609,0.991262814,1.218861002,75.042728,NA,127.0998735,151.1614642,NA,121.0498754,127.35088,146.6355239,NA,2
P32332,OAC1,0.306154537,0.543178841,0.59835038,0.829255751,1.017795199,1.471505438,2.081683369,2.48255092,3.268703564,139.9016542,180.1110082,219.97132,265.4940043,283.2000096,271.7538069,289.7871254,274.1310036,306.4618816,2
P32335,MSS51,0.688627716,0.574944171,0.643962826,0.707663218,0.977452735,1.319886027,2.034647562,2.053153692,2.342539853,201.6240417,212.8614952,294.2815404,330.594214,383.067027,371.9444562,424.2284713,384.1121241,339.8879735,2
P32337,PSE1,0.263977731,0.309613932,0.327119193,0.415061131,0.565075527,0.776637509,0.989850148,1.419860341,1.757480276,76.10494268,271.4297212,101.4194888,97.2252309,116.1222315,NA,124.217416,140.4707047,150.9587125,2
P32340,NDI1,0.778126716,1.22319154,1.516451864,1.81958955,2.816992036,3.747186081,5.202907056,5.544965264,5.237914543,1316.843618,1635.076228,1898.652844,2213.98204,2647.323245,2679.874198,2998.175727,2320.790363,1862.159937,2
P32342,SRP21,0.507888647,0.672565306,0.762389426,0.870736575,0.932300993,1.138529261,1.784870437,1.513124207,1.99416185,218.6814133,208.4214541,251.4277168,NA,NA,307.27493,291.8436111,241.1702969,237.4964222,2
P32347,HEM12,0.39781946,0.491053175,0.548270632,0.627827625,0.803764146,0.965235802,1.172398177,1.408277085,1.625863402,202.5316012,201.5722992,231.3600079,263.5072566,286.7459408,257.6105488,252.6418364,230.088102,235.195351,2
P32353,ERG3,0.90397838,3.354195454,7.194142627,6.766925996,4.951385824,3.019674906,2.490248826,2.85795651,3.421897286,109.6761289,307.7140397,844.9300642,873.090379,754.5241192,371.5211468,257.0538988,262.0749834,263.7994308,1
P32356,NTH1,1.117655129,0.779079614,0.670895955,0.583650743,0.420394373,0.397257997,0.509647955,0.593446889,0.602701209,164.5787575,192.860054,177.2667728,118.5716573,94.63601503,59.81492107,64.05482245,64.62421871,NA,1
P32364,SMY1,0.379389218,0.248192054,0.219710369,0.227316924,0.230755569,0.342838855,0.404342517,0.457690569,0.516027472,18.18099216,19.35802314,18.67753914,NA,NA,25.92945242,21.73140023,NA,NA,2
P32366,VMA6,1.01587405,0.939084468,0.95139249,0.978159516,1.079578731,1.316788113,1.571230279,2.156237425,2.664891259,575.3398721,585.0963029,670.0354977,763.2426699,750.1831168,748.0824593,710.673712,768.4384886,844.7603314,2
P32368,SAC1,0.317310673,0.360596435,0.417251401,0.528805766,0.754584934,0.995006984,1.294689093,1.527628073,1.791581122,120.440386,139.6936563,171.4079255,210.7922489,216.8464957,223.4406937,214.0332328,194.6895864,198.7544707,2
P32377,MVD1,0.484919994,0.790523265,0.922728294,1.124894422,1.469067164,1.716252435,2.317278939,2.481722128,2.898728148,822.7294709,965.1181463,1234.014559,1501.055702,1616.871449,1478.798137,1502.443602,1409.005826,1365.813765,2
P32379,PUP2,1.652800906,1.49657286,1.518890766,1.599343054,1.574455554,1.885306563,2.359406926,2.772927183,3.298278841,736.2685717,745.7731508,806.323394,931.3341172,917.353059,864.8076368,805.6314441,699.3605513,708.2184465,2
P32381,ARP2,0.841633721,0.951393723,0.943776098,1.023240432,1.126608888,1.429855362,1.64274836,1.99437185,2.144383473,833.237831,739.1161047,697.0915768,757.1604468,749.546491,744.0168012,695.5721386,607.8902559,593.8756617,2
P32386,YBT1,0.262624559,0.248849746,0.312967774,0.357857949,0.410764279,0.490438486,0.600233755,0.858281954,0.961463225,27.72174814,31.6800085,37.82348267,39.49339795,33.83051801,36.87089912,35.03712692,34.8753811,35.62660622,2
P32387,MRP20,1.039425336,0.84861819,0.808126129,0.964439721,1.363338634,1.689073272,2.570566451,2.853669813,3.391896816,81.23556691,97.13627176,160.5178077,206.0948479,248.3985334,283.592738,283.5514453,310.1312309,308.9912205,2
P32388,MRP49,1.387711604,0.766282079,0.711834034,0.942621105,1.200218709,1.868788486,2.859679652,3.710123476,4.017200202,147.4878799,155.931409,235.132727,355.9301695,408.8172904,451.7030666,470.8871049,502.7832473,517.7679221,2
P32419,MDH3,2.58680647,2.078952122,1.399624338,1.322841545,1.396295664,1.61721832,2.093751088,1.717921031,1.936748126,1558.155146,1506.762721,1409.270203,1565.39913,1731.79362,1600.489404,1384.691622,1046.718619,880.8535824,1
P32445,RIM1,1.429470034,1.759391008,1.703337332,1.836717844,2.316670032,3.006377778,3.858715442,3.765164497,4.040631021,3029.148647,3026.64305,2959.062126,3255.984701,3457.742451,3505.659574,3122.657605,2511.431061,2267.333366,2
P32447,ASF1,0.563182549,0.718225134,0.696692831,0.669779231,0.775490443,0.891693789,1.166002914,1.261777085,1.473109207,115.3983618,98.09862343,109.1815066,120.4333567,129.5216427,124.3592089,119.0082412,NA,99.57550239,2
P32449,ARO4,0.762640264,1.345988763,1.670379703,1.837682044,1.868973036,2.032403418,2.404292438,3.182297883,4.059863506,1313.067006,1706.249362,2106.223868,2340.037024,2155.574271,1891.136128,1964.525987,1892.893678,1946.332033,2
P32453,ATP11,0.606461867,0.57649288,0.635517271,0.75818669,1.025892228,1.510227056,2.45830068,2.864147438,3.488360792,129.2122068,142.1661688,212.2377322,263.819556,312.3888542,358.8862354,408.3127194,399.5155535,393.3782925,2
P32454,APE2,0.657009868,0.550449006,0.552974588,0.568867968,0.637663744,0.742479734,0.998073039,1.130717141,1.258121631,716.4593047,682.7226951,630.5592772,656.3821792,613.3478609,513.406763,464.7506809,381.1726715,379.3321275,2
P32457,CDC3,0.417720335,0.525699054,0.612654409,0.671462762,0.856448128,1.164294086,1.634496346,1.72601499,2.032404901,303.5034588,312.5347534,383.3084803,436.950683,455.7602828,448.1255073,423.621912,394.7995375,396.8810439,2
P32458,CDC11,0.452585008,0.571062921,0.592042865,0.666506152,0.891244712,1.116642432,1.518858912,1.818500681,2.158626697,274.1849463,286.3349172,393.0387865,458.012637,497.8453603,496.0056023,491.5371614,465.9506099,475.604211,2
P32461,DPH2,0.396909566,0.381175427,0.381470942,0.427491658,0.56248142,0.726318089,1.015035577,1.080579827,1.335796633,44.69270285,50.23494538,59.80042649,72.05517446,88.77785191,97.5662658,100.3595751,97.47482854,107.4407021,2
P32463,ACP1,1.309378239,1.699049897,1.699392143,2.030798536,2.501655044,3.432001133,4.653991781,6.050623954,6.517981771,1103.7065,1238.12177,1385.914336,1647.620278,1884.804531,1945.534333,2237.262983,2130.699299,2011.417979,2
P32468,CDC12,0.422719656,0.535692338,0.534791652,0.593562189,0.756866786,0.941114415,1.231541759,1.209250025,1.465412146,321.5031661,342.1188052,409.3286962,489.4753312,497.1700809,497.2436819,442.4274829,367.7327443,358.0160365,2
P32469,DPH5,0.738142015,0.78971933,0.779884965,0.866650402,1.193862009,1.609652339,2.072214509,2.363830016,2.854725724,219.8481653,201.4895926,250.3739299,279.3868638,332.2405297,357.4269854,352.0687222,331.8581311,335.2439145,2
P32471,EFB1,2.610278135,3.591802696,3.663353493,4.041537692,4.916814051,6.74826706,8.192707295,10.57392852,12.92763364,2670.567149,2865.575252,3443.099901,4162.432574,4734.023093,5091.60832,5326.25011,5326.40767,5405.052359,2
P32472,FPR2,1.131104525,0.974221159,0.934228668,1.07896723,1.098262245,1.505685857,1.926141819,2.192142065,2.765053492,411.9708987,372.2109729,414.9513869,511.4038876,460.6838741,446.9078314,399.13782,318.902258,334.7444695,2
P32473,PDB1,1.549452256,1.652785492,1.611523453,1.67189743,1.978841915,2.438201985,2.99554792,2.918392419,3.1124162,3334.969086,3521.814866,3987.696855,4609.644477,4973.64677,5169.589893,4739.641963,4020.188431,3676.887264,2
P32474,EUG1,0.284895958,0.256144163,0.234153734,0.258193098,0.249678632,0.264981333,0.28016496,0.337198092,0.439406462,132.6712012,NA,NA,NA,NA,NA,NA,NA,NA,2
P32476,ERG1,0.585066009,1.567265748,3.111453271,3.165917275,2.148356943,1.516817871,1.318845266,1.146852372,1.249762762,304.529189,1153.913306,2771.993371,2855.762226,1711.678972,618.1563259,305.6081334,345.5300434,353.1175658,1
P32477,GSH1,0.444584028,0.557452635,0.573112578,0.563849107,0.5598912,0.636335495,0.753829831,1.055372598,1.304140608,81.14728837,117.7863214,136.0909571,158.0790598,154.804341,133.4571709,150.0871031,201.7612552,249.4091305,2
P32481,GCD11,0.720372301,0.740271404,0.727793508,0.834131445,1.190329693,1.505901168,2.029730213,2.231042937,2.654058923,445.2299258,502.5023884,639.3771782,817.9809312,958.1562991,1050.191689,1094.413205,1042.979137,1071.211215,2
P32485,HOG1,0.357359884,0.358683589,0.510330753,0.622296928,0.975718022,1.286551902,1.788275061,2.092478288,2.381120381,114.3860242,109.2020947,180.4636361,216.3478235,275.530977,315.0930546,325.1645187,296.6520385,283.6346728,2
P32495,NHP2,0.913753097,1.242356179,1.253213571,1.591932464,1.947676805,2.764060705,3.364512293,3.978640397,5.323124371,904.8061669,886.3674773,1014.913257,1187.130715,1311.819905,1391.366114,1334.529054,1305.798208,1360.391162,2
P32496,RPN12,1.194522439,0.963102677,0.940668844,0.971455961,0.948517388,1.202523916,1.539801163,1.691250258,1.966892284,616.4232594,620.613463,663.850719,735.9378876,720.1264217,664.9080119,625.3723543,516.9219069,534.0634271,2
P32497,NIP1,0.334940946,0.476787968,0.526694976,0.642302812,0.886687938,1.174051668,1.446810699,1.960301349,2.203736575,301.4753946,354.2897679,433.3183675,513.2429149,570.7372763,577.0969118,618.6834456,569.9230464,601.9902997,2
P32499,NUP2,0.540570087,0.413664762,0.440866867,0.490260978,0.601600896,0.807365539,1.047524944,1.245262803,1.548772282,148.2013419,143.8903995,170.8983136,187.8008673,195.6376455,197.4728746,193.3153602,184.4954801,200.5999349,2
P32501,GCD6,0.409129129,0.404762179,0.405704147,0.440972139,0.508153837,0.757412942,0.994329062,1.353768649,1.56503181,112.7235295,121.1327647,141.0418982,168.9412921,184.4956049,187.10921,180.2737212,167.6490454,214.3836815,2
